Core Config, Excited Config, Term, J, Energy
1s1, 6k1, 3.0K[9.0, 8.0, 7.0], 7.0, 195264.20354010613
1s1, 6k1, 1.0K[8.0], 8.0, 195264.20354010613
1s1, 6l1, 3.0L[10.0, 9.0, 8.0], 10.0, 195264.20354010613
1s1, 6l1, 3.0L[10.0, 9.0, 8.0], 9.0, 195264.20354010613
1s1, 6l1, 3.0L[10.0, 9.0, 8.0], 8.0, 195264.20354010613
1s1, 6l1, 1.0L[9.0], 9.0, 195264.20354010613
1s1, 6m1, 3.0M[11.0, 10.0, 9.0], 11.0, 195264.20354010613
1s1, 6m1, 3.0M[11.0, 10.0, 9.0], 10.0, 195264.20354010613
1s1, 6m1, 3.0M[11.0, 10.0, 9.0], 9.0, 195264.20354010613
1s1, 6m1, 1.0M[10.0], 10.0, 195264.20354010613
1s1, 6n1, 3.0N[12.0, 11.0, 10.0], 12.0, 195264.20354010613
1s1, 6n1, 3.0N[12.0, 11.0, 10.0], 11.0, 195264.20354010613
1s1, 6n1, 3.0N[12.0, 11.0, 10.0], 10.0, 195264.20354010613
1s1, 6n1, 1.0N[11.0], 11.0, 195264.20354010613
1s1, 6o1, 3.0O[13.0, 12.0, 11.0], 13.0, 195264.20354010613
1s1, 6o1, 3.0O[13.0, 12.0, 11.0], 12.0, 195264.20354010613
1s1, 6o1, 3.0O[13.0, 12.0, 11.0], 11.0, 195264.20354010613
1s1, 6o1, 1.0O[12.0], 12.0, 195264.20354010613
1s1, 6q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 195264.20354010613
1s1, 6q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 195264.20354010613
1s1, 6q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 195264.20354010613
1s1, 6q1, 1.0Q[13.0], 13.0, 195264.20354010613
1s1, 6r1, 3.0R[15.0, 14.0, 13.0], 15.0, 195264.20354010613
1s1, 6r1, 3.0R[15.0, 14.0, 13.0], 14.0, 195264.20354010613
1s1, 6r1, 3.0R[15.0, 14.0, 13.0], 13.0, 195264.20354010613
1s1, 6r1, 1.0R[14.0], 14.0, 195264.20354010613
1s1, 6t1, 3.0T[16.0, 15.0, 14.0], 16.0, 195264.20354010613
1s1, 6t1, 3.0T[16.0, 15.0, 14.0], 15.0, 195264.20354010613
1s1, 6t1, 3.0T[16.0, 15.0, 14.0], 14.0, 195264.20354010613
1s1, 6t1, 1.0T[15.0], 15.0, 195264.20354010613
1s1, 6u1, 3.0U[17.0, 16.0, 15.0], 17.0, 195264.20354010613
1s1, 6u1, 3.0U[17.0, 16.0, 15.0], 16.0, 195264.20354010613
1s1, 6u1, 3.0U[17.0, 16.0, 15.0], 15.0, 195264.20354010613
1s1, 6u1, 1.0U[16.0], 16.0, 195264.20354010613
1s1, 6v1, 3.0V[18.0, 17.0, 16.0], 18.0, 195264.20354010613
1s1, 6v1, 3.0V[18.0, 17.0, 16.0], 17.0, 195264.20354010613
1s1, 6v1, 3.0V[18.0, 17.0, 16.0], 16.0, 195264.20354010613
1s1, 6v1, 1.0V[17.0], 17.0, 195264.20354010613
1s1, 6w1, 3.0W[19.0, 18.0, 17.0], 19.0, 195264.20354010613
1s1, 6w1, 3.0W[19.0, 18.0, 17.0], 18.0, 195264.20354010613
1s1, 6w1, 3.0W[19.0, 18.0, 17.0], 17.0, 195264.20354010613
1s1, 6w1, 1.0W[18.0], 18.0, 195264.20354010613
1s1, 6x1, 3.0X[20.0, 19.0, 18.0], 20.0, 195264.20354010613
1s1, 6x1, 3.0X[20.0, 19.0, 18.0], 19.0, 195264.20354010613
1s1, 6x1, 3.0X[20.0, 19.0, 18.0], 18.0, 195264.20354010613
1s1, 6x1, 1.0X[19.0], 19.0, 195264.20354010613
1s1, 7s1, 3.0S[1.0], 1.0, 196072.49413582697
1s1, 7s1, 1.0S[0.0], 0.0, 196072.49413582697
1s1, 7p1, 3.0P[2.0, 1.0, 0.0], 2.0, 196072.49413582697
1s1, 7p1, 3.0P[2.0, 1.0, 0.0], 1.0, 196072.49413582697
1s1, 7p1, 3.0P[2.0, 1.0, 0.0], 0.0, 196072.49413582697
1s1, 7p1, 1.0P[1.0], 1.0, 196072.49413582697
1s1, 7d1, 3.0D[3.0, 2.0, 1.0], 3.0, 196072.49413582697
1s1, 7d1, 3.0D[3.0, 2.0, 1.0], 2.0, 196072.49413582697
1s1, 7d1, 3.0D[3.0, 2.0, 1.0], 1.0, 196072.49413582697
1s1, 7d1, 1.0D[2.0], 2.0, 196072.49413582697
1s1, 7f1, 3.0F[4.0, 3.0, 2.0], 4.0, 196072.49413582697
1s1, 7f1, 3.0F[4.0, 3.0, 2.0], 3.0, 196072.49413582697
1s1, 7f1, 3.0F[4.0, 3.0, 2.0], 2.0, 196072.49413582697
1s1, 7f1, 1.0F[3.0], 3.0, 196072.49413582697
1s1, 7g1, 3.0G[5.0, 4.0, 3.0], 5.0, 196072.49413582697
1s1, 7g1, 3.0G[5.0, 4.0, 3.0], 4.0, 196072.49413582697
1s1, 7g1, 3.0G[5.0, 4.0, 3.0], 3.0, 196072.49413582697
1s1, 7g1, 1.0G[4.0], 4.0, 196072.49413582697
1s1, 7h1, 3.0H[6.0, 5.0, 4.0], 6.0, 196072.49413582697
1s1, 7h1, 3.0H[6.0, 5.0, 4.0], 5.0, 196072.49413582697
1s1, 7h1, 3.0H[6.0, 5.0, 4.0], 4.0, 196072.49413582697
1s1, 7h1, 1.0H[5.0], 5.0, 196072.49413582697
1s1, 7i1, 3.0I[7.0, 6.0, 5.0], 7.0, 196072.49413582697
1s1, 7i1, 3.0I[7.0, 6.0, 5.0], 6.0, 196072.49413582697
1s1, 7i1, 3.0I[7.0, 6.0, 5.0], 5.0, 196072.49413582697
1s1, 7i1, 1.0I[6.0], 6.0, 196072.49413582697
1s1, 7j1, 3.0J[8.0, 7.0, 6.0], 8.0, 196072.49413582697
1s1, 7j1, 3.0J[8.0, 7.0, 6.0], 7.0, 196072.49413582697
1s1, 7j1, 3.0J[8.0, 7.0, 6.0], 6.0, 196072.49413582697
1s1, 7j1, 1.0J[7.0], 7.0, 196072.49413582697
1s1, 7k1, 3.0K[9.0, 8.0, 7.0], 9.0, 196072.49413582697
1s1, 7k1, 3.0K[9.0, 8.0, 7.0], 8.0, 196072.49413582697
1s1, 7k1, 3.0K[9.0, 8.0, 7.0], 7.0, 196072.49413582697
1s1, 7k1, 1.0K[8.0], 8.0, 196072.49413582697
1s1, 7l1, 3.0L[10.0, 9.0, 8.0], 10.0, 196072.49413582697
1s1, 7l1, 3.0L[10.0, 9.0, 8.0], 9.0, 196072.49413582697
1s1, 7l1, 3.0L[10.0, 9.0, 8.0], 8.0, 196072.49413582697
1s1, 7l1, 1.0L[9.0], 9.0, 196072.49413582697
1s1, 7m1, 3.0M[11.0, 10.0, 9.0], 11.0, 196072.49413582697
1s1, 7m1, 3.0M[11.0, 10.0, 9.0], 10.0, 196072.49413582697
1s1, 7m1, 3.0M[11.0, 10.0, 9.0], 9.0, 196072.49413582697
1s1, 7m1, 1.0M[10.0], 10.0, 196072.49413582697
1s1, 7n1, 3.0N[12.0, 11.0, 10.0], 12.0, 196072.49413582697
1s1, 7n1, 3.0N[12.0, 11.0, 10.0], 11.0, 196072.49413582697
1s1, 7n1, 3.0N[12.0, 11.0, 10.0], 10.0, 196072.49413582697
1s1, 7n1, 1.0N[11.0], 11.0, 196072.49413582697
1s1, 7o1, 3.0O[13.0, 12.0, 11.0], 13.0, 196072.49413582697
1s1, 7o1, 3.0O[13.0, 12.0, 11.0], 12.0, 196072.49413582697
1s1, 7o1, 3.0O[13.0, 12.0, 11.0], 11.0, 196072.49413582697
1s1, 7o1, 1.0O[12.0], 12.0, 196072.49413582697
1s1, 7q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 196072.49413582697
1s1, 7q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 196072.49413582697
1s1, 7q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 196072.49413582697
1s1, 7q1, 1.0Q[13.0], 13.0, 196072.49413582697
1s1, 7r1, 3.0R[15.0, 14.0, 13.0], 15.0, 196072.49413582697
1s1, 7r1, 3.0R[15.0, 14.0, 13.0], 14.0, 196072.49413582697
1s1, 7r1, 3.0R[15.0, 14.0, 13.0], 13.0, 196072.49413582697
1s1, 7r1, 1.0R[14.0], 14.0, 196072.49413582697
1s1, 7t1, 3.0T[16.0, 15.0, 14.0], 16.0, 196072.49413582697
1s1, 7t1, 3.0T[16.0, 15.0, 14.0], 15.0, 196072.49413582697
1s1, 7t1, 3.0T[16.0, 15.0, 14.0], 14.0, 196072.49413582697
1s1, 7t1, 1.0T[15.0], 15.0, 196072.49413582697
1s1, 7u1, 3.0U[17.0, 16.0, 15.0], 17.0, 196072.49413582697
1s1, 7u1, 3.0U[17.0, 16.0, 15.0], 16.0, 196072.49413582697
1s1, 7u1, 3.0U[17.0, 16.0, 15.0], 15.0, 196072.49413582697
1s1, 7u1, 1.0U[16.0], 16.0, 196072.49413582697
1s1, 7v1, 3.0V[18.0, 17.0, 16.0], 18.0, 196072.49413582697
1s1, 7v1, 3.0V[18.0, 17.0, 16.0], 17.0, 196072.49413582697
1s1, 7v1, 3.0V[18.0, 17.0, 16.0], 16.0, 196072.49413582697
1s1, 7v1, 1.0V[17.0], 17.0, 196072.49413582697
1s1, 7w1, 3.0W[19.0, 18.0, 17.0], 19.0, 196072.49413582697
1s1, 7w1, 3.0W[19.0, 18.0, 17.0], 18.0, 196072.49413582697
1s1, 7w1, 3.0W[19.0, 18.0, 17.0], 17.0, 196072.49413582697
1s1, 7w1, 1.0W[18.0], 18.0, 196072.49413582697
1s1, 7x1, 3.0X[20.0, 19.0, 18.0], 20.0, 196072.49413582697
1s1, 7x1, 3.0X[20.0, 19.0, 18.0], 19.0, 196072.49413582697
1s1, 7x1, 3.0X[20.0, 19.0, 18.0], 18.0, 196072.49413582697
1s1, 7x1, 1.0X[19.0], 19.0, 196072.49413582697
1s1, 8s1, 3.0S[1.0], 1.0, 196597.10582054965
1s1, 8s1, 1.0S[0.0], 0.0, 196597.10582054965
1s1, 8p1, 3.0P[2.0, 1.0, 0.0], 2.0, 196597.10582054965
1s1, 8p1, 3.0P[2.0, 1.0, 0.0], 1.0, 196597.10582054965
1s1, 8p1, 3.0P[2.0, 1.0, 0.0], 0.0, 196597.10582054965
1s1, 8p1, 1.0P[1.0], 1.0, 196597.10582054965
1s1, 8d1, 3.0D[3.0, 2.0, 1.0], 3.0, 196597.10582054965
1s1, 8d1, 3.0D[3.0, 2.0, 1.0], 2.0, 196597.10582054965
1s1, 8d1, 3.0D[3.0, 2.0, 1.0], 1.0, 196597.10582054965
1s1, 8d1, 1.0D[2.0], 2.0, 196597.10582054965
1s1, 8f1, 3.0F[4.0, 3.0, 2.0], 4.0, 196597.10582054965
1s1, 8f1, 3.0F[4.0, 3.0, 2.0], 3.0, 196597.10582054965
1s1, 8f1, 3.0F[4.0, 3.0, 2.0], 2.0, 196597.10582054965
1s1, 8f1, 1.0F[3.0], 3.0, 196597.10582054965
1s1, 8g1, 3.0G[5.0, 4.0, 3.0], 5.0, 196597.10582054965
1s1, 8g1, 3.0G[5.0, 4.0, 3.0], 4.0, 196597.10582054965
1s1, 8g1, 3.0G[5.0, 4.0, 3.0], 3.0, 196597.10582054965
1s1, 8g1, 1.0G[4.0], 4.0, 196597.10582054965
1s1, 8h1, 3.0H[6.0, 5.0, 4.0], 6.0, 196597.10582054965
1s1, 8h1, 3.0H[6.0, 5.0, 4.0], 5.0, 196597.10582054965
1s1, 8h1, 3.0H[6.0, 5.0, 4.0], 4.0, 196597.10582054965
1s1, 8h1, 1.0H[5.0], 5.0, 196597.10582054965
1s1, 8i1, 3.0I[7.0, 6.0, 5.0], 7.0, 196597.10582054965
1s1, 8i1, 3.0I[7.0, 6.0, 5.0], 6.0, 196597.10582054965
1s1, 8i1, 3.0I[7.0, 6.0, 5.0], 5.0, 196597.10582054965
1s1, 8i1, 1.0I[6.0], 6.0, 196597.10582054965
1s1, 8j1, 3.0J[8.0, 7.0, 6.0], 8.0, 196597.10582054965
1s1, 8j1, 3.0J[8.0, 7.0, 6.0], 7.0, 196597.10582054965
1s1, 8j1, 3.0J[8.0, 7.0, 6.0], 6.0, 196597.10582054965
1s1, 8j1, 1.0J[7.0], 7.0, 196597.10582054965
1s1, 8k1, 3.0K[9.0, 8.0, 7.0], 9.0, 196597.10582054965
1s1, 8k1, 3.0K[9.0, 8.0, 7.0], 8.0, 196597.10582054965
1s1, 8k1, 3.0K[9.0, 8.0, 7.0], 7.0, 196597.10582054965
1s1, 8k1, 1.0K[8.0], 8.0, 196597.10582054965
1s1, 8l1, 3.0L[10.0, 9.0, 8.0], 10.0, 196597.10582054965
1s1, 8l1, 3.0L[10.0, 9.0, 8.0], 9.0, 196597.10582054965
1s1, 8l1, 3.0L[10.0, 9.0, 8.0], 8.0, 196597.10582054965
1s1, 8l1, 1.0L[9.0], 9.0, 196597.10582054965
1s1, 8m1, 3.0M[11.0, 10.0, 9.0], 11.0, 196597.10582054965
1s1, 8m1, 3.0M[11.0, 10.0, 9.0], 10.0, 196597.10582054965
1s1, 8m1, 3.0M[11.0, 10.0, 9.0], 9.0, 196597.10582054965
1s1, 8m1, 1.0M[10.0], 10.0, 196597.10582054965
1s1, 8n1, 3.0N[12.0, 11.0, 10.0], 12.0, 196597.10582054965
1s1, 8n1, 3.0N[12.0, 11.0, 10.0], 11.0, 196597.10582054965
1s1, 8n1, 3.0N[12.0, 11.0, 10.0], 10.0, 196597.10582054965
1s1, 8n1, 1.0N[11.0], 11.0, 196597.10582054965
1s1, 8o1, 3.0O[13.0, 12.0, 11.0], 13.0, 196597.10582054965
1s1, 8o1, 3.0O[13.0, 12.0, 11.0], 12.0, 196597.10582054965
1s1, 8o1, 3.0O[13.0, 12.0, 11.0], 11.0, 196597.10582054965
1s1, 8o1, 1.0O[12.0], 12.0, 196597.10582054965
1s1, 8q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 196597.10582054965
1s1, 8q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 196597.10582054965
1s1, 8q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 196597.10582054965
1s1, 8q1, 1.0Q[13.0], 13.0, 196597.10582054965
1s1, 8r1, 3.0R[15.0, 14.0, 13.0], 15.0, 196597.10582054965
1s1, 8r1, 3.0R[15.0, 14.0, 13.0], 14.0, 196597.10582054965
1s1, 8r1, 3.0R[15.0, 14.0, 13.0], 13.0, 196597.10582054965
1s1, 8r1, 1.0R[14.0], 14.0, 196597.10582054965
1s1, 8t1, 3.0T[16.0, 15.0, 14.0], 16.0, 196597.10582054965
1s1, 8t1, 3.0T[16.0, 15.0, 14.0], 15.0, 196597.10582054965
1s1, 8t1, 3.0T[16.0, 15.0, 14.0], 14.0, 196597.10582054965
1s1, 8t1, 1.0T[15.0], 15.0, 196597.10582054965
1s1, 8u1, 3.0U[17.0, 16.0, 15.0], 17.0, 196597.10582054965
1s1, 8u1, 3.0U[17.0, 16.0, 15.0], 16.0, 196597.10582054965
1s1, 8u1, 3.0U[17.0, 16.0, 15.0], 15.0, 196597.10582054965
1s1, 8u1, 1.0U[16.0], 16.0, 196597.10582054965
1s1, 8v1, 3.0V[18.0, 17.0, 16.0], 18.0, 196597.10582054965
1s1, 8v1, 3.0V[18.0, 17.0, 16.0], 17.0, 196597.10582054965
1s1, 8v1, 3.0V[18.0, 17.0, 16.0], 16.0, 196597.10582054965
1s1, 8v1, 1.0V[17.0], 17.0, 196597.10582054965
1s1, 8w1, 3.0W[19.0, 18.0, 17.0], 19.0, 196597.10582054965
1s1, 8w1, 3.0W[19.0, 18.0, 17.0], 18.0, 196597.10582054965
1s1, 8w1, 3.0W[19.0, 18.0, 17.0], 17.0, 196597.10582054965
1s1, 8w1, 1.0W[18.0], 18.0, 196597.10582054965
1s1, 8x1, 3.0X[20.0, 19.0, 18.0], 20.0, 196597.10582054965
1s1, 8x1, 3.0X[20.0, 19.0, 18.0], 19.0, 196597.10582054965
1s1, 8x1, 3.0X[20.0, 19.0, 18.0], 18.0, 196597.10582054965
1s1, 8x1, 1.0X[19.0], 19.0, 196597.10582054965
1s1, 9s1, 3.0S[1.0], 1.0, 196956.77786447885
1s1, 9s1, 1.0S[0.0], 0.0, 196956.77786447885
1s1, 9p1, 3.0P[2.0, 1.0, 0.0], 2.0, 196956.77786447885
1s1, 9p1, 3.0P[2.0, 1.0, 0.0], 1.0, 196956.77786447885
1s1, 9p1, 3.0P[2.0, 1.0, 0.0], 0.0, 196956.77786447885
1s1, 9p1, 1.0P[1.0], 1.0, 196956.77786447885
1s1, 9d1, 3.0D[3.0, 2.0, 1.0], 3.0, 196956.77786447885
1s1, 9d1, 3.0D[3.0, 2.0, 1.0], 2.0, 196956.77786447885
1s1, 9d1, 3.0D[3.0, 2.0, 1.0], 1.0, 196956.77786447885
1s1, 9d1, 1.0D[2.0], 2.0, 196956.77786447885
1s1, 9f1, 3.0F[4.0, 3.0, 2.0], 4.0, 196956.77786447885
1s1, 9f1, 3.0F[4.0, 3.0, 2.0], 3.0, 196956.77786447885
1s1, 9f1, 3.0F[4.0, 3.0, 2.0], 2.0, 196956.77786447885
1s1, 9f1, 1.0F[3.0], 3.0, 196956.77786447885
1s1, 9g1, 3.0G[5.0, 4.0, 3.0], 5.0, 196956.77786447885
1s1, 9g1, 3.0G[5.0, 4.0, 3.0], 4.0, 196956.77786447885
1s1, 9g1, 3.0G[5.0, 4.0, 3.0], 3.0, 196956.77786447885
1s1, 9g1, 1.0G[4.0], 4.0, 196956.77786447885
1s1, 9h1, 3.0H[6.0, 5.0, 4.0], 6.0, 196956.77786447885
1s1, 9h1, 3.0H[6.0, 5.0, 4.0], 5.0, 196956.77786447885
1s1, 9h1, 3.0H[6.0, 5.0, 4.0], 4.0, 196956.77786447885
1s1, 9h1, 1.0H[5.0], 5.0, 196956.77786447885
1s1, 9i1, 3.0I[7.0, 6.0, 5.0], 7.0, 196956.77786447885
1s1, 9i1, 3.0I[7.0, 6.0, 5.0], 6.0, 196956.77786447885
1s1, 9i1, 3.0I[7.0, 6.0, 5.0], 5.0, 196956.77786447885
1s1, 9i1, 1.0I[6.0], 6.0, 196956.77786447885
1s1, 9j1, 3.0J[8.0, 7.0, 6.0], 8.0, 196956.77786447885
1s1, 9j1, 3.0J[8.0, 7.0, 6.0], 7.0, 196956.77786447885
1s1, 9j1, 3.0J[8.0, 7.0, 6.0], 6.0, 196956.77786447885
1s1, 9j1, 1.0J[7.0], 7.0, 196956.77786447885
1s1, 9k1, 3.0K[9.0, 8.0, 7.0], 9.0, 196956.77786447885
1s1, 9k1, 3.0K[9.0, 8.0, 7.0], 8.0, 196956.77786447885
1s1, 9k1, 3.0K[9.0, 8.0, 7.0], 7.0, 196956.77786447885
1s1, 9k1, 1.0K[8.0], 8.0, 196956.77786447885
1s1, 9l1, 3.0L[10.0, 9.0, 8.0], 10.0, 196956.77786447885
1s1, 9l1, 3.0L[10.0, 9.0, 8.0], 9.0, 196956.77786447885
1s1, 9l1, 3.0L[10.0, 9.0, 8.0], 8.0, 196956.77786447885
1s1, 9l1, 1.0L[9.0], 9.0, 196956.77786447885
1s1, 9m1, 3.0M[11.0, 10.0, 9.0], 11.0, 196956.77786447885
1s1, 9m1, 3.0M[11.0, 10.0, 9.0], 10.0, 196956.77786447885
1s1, 9m1, 3.0M[11.0, 10.0, 9.0], 9.0, 196956.77786447885
1s1, 9m1, 1.0M[10.0], 10.0, 196956.77786447885
1s1, 9n1, 3.0N[12.0, 11.0, 10.0], 12.0, 196956.77786447885
1s1, 9n1, 3.0N[12.0, 11.0, 10.0], 11.0, 196956.77786447885
1s1, 9n1, 3.0N[12.0, 11.0, 10.0], 10.0, 196956.77786447885
1s1, 9n1, 1.0N[11.0], 11.0, 196956.77786447885
1s1, 9o1, 3.0O[13.0, 12.0, 11.0], 13.0, 196956.77786447885
1s1, 9o1, 3.0O[13.0, 12.0, 11.0], 12.0, 196956.77786447885
1s1, 9o1, 3.0O[13.0, 12.0, 11.0], 11.0, 196956.77786447885
1s1, 9o1, 1.0O[12.0], 12.0, 196956.77786447885
1s1, 9q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 196956.77786447885
1s1, 9q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 196956.77786447885
1s1, 9q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 196956.77786447885
1s1, 9q1, 1.0Q[13.0], 13.0, 196956.77786447885
1s1, 9r1, 3.0R[15.0, 14.0, 13.0], 15.0, 196956.77786447885
1s1, 9r1, 3.0R[15.0, 14.0, 13.0], 14.0, 196956.77786447885
1s1, 9r1, 3.0R[15.0, 14.0, 13.0], 13.0, 196956.77786447885
1s1, 9r1, 1.0R[14.0], 14.0, 196956.77786447885
1s1, 9t1, 3.0T[16.0, 15.0, 14.0], 16.0, 196956.77786447885
1s1, 9t1, 3.0T[16.0, 15.0, 14.0], 15.0, 196956.77786447885
1s1, 9t1, 3.0T[16.0, 15.0, 14.0], 14.0, 196956.77786447885
1s1, 9t1, 1.0T[15.0], 15.0, 196956.77786447885
1s1, 9u1, 3.0U[17.0, 16.0, 15.0], 17.0, 196956.77786447885
1s1, 9u1, 3.0U[17.0, 16.0, 15.0], 16.0, 196956.77786447885
1s1, 9u1, 3.0U[17.0, 16.0, 15.0], 15.0, 196956.77786447885
1s1, 9u1, 1.0U[16.0], 16.0, 196956.77786447885
1s1, 9v1, 3.0V[18.0, 17.0, 16.0], 18.0, 196956.77786447885
1s1, 9v1, 3.0V[18.0, 17.0, 16.0], 17.0, 196956.77786447885
1s1, 9v1, 3.0V[18.0, 17.0, 16.0], 16.0, 196956.77786447885
1s1, 9v1, 1.0V[17.0], 17.0, 196956.77786447885
1s1, 9w1, 3.0W[19.0, 18.0, 17.0], 19.0, 196956.77786447885
1s1, 9w1, 3.0W[19.0, 18.0, 17.0], 18.0, 196956.77786447885
1s1, 9w1, 3.0W[19.0, 18.0, 17.0], 17.0, 196956.77786447885
1s1, 9w1, 1.0W[18.0], 18.0, 196956.77786447885
1s1, 9x1, 3.0X[20.0, 19.0, 18.0], 20.0, 196956.77786447885
1s1, 9x1, 3.0X[20.0, 19.0, 18.0], 19.0, 196956.77786447885
1s1, 9x1, 3.0X[20.0, 19.0, 18.0], 18.0, 196956.77786447885
1s1, 9x1, 1.0X[19.0], 19.0, 196956.77786447885
1s1, 10s1, 3.0S[1.0], 1.0, 197214.0491617835
1s1, 10s1, 1.0S[0.0], 0.0, 197214.0491617835
1s1, 10p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197214.0491617835
1s1, 10p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197214.0491617835
1s1, 10p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197214.0491617835
1s1, 10p1, 1.0P[1.0], 1.0, 197214.0491617835
1s1, 10d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197214.0491617835
1s1, 10d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197214.0491617835
1s1, 10d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197214.0491617835
1s1, 10d1, 1.0D[2.0], 2.0, 197214.0491617835
1s1, 10f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197214.0491617835
1s1, 10f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197214.0491617835
1s1, 10f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197214.0491617835
1s1, 10f1, 1.0F[3.0], 3.0, 197214.0491617835
1s1, 10g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197214.0491617835
1s1, 10g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197214.0491617835
1s1, 10g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197214.0491617835
1s1, 10g1, 1.0G[4.0], 4.0, 197214.0491617835
1s1, 10h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197214.0491617835
1s1, 10h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197214.0491617835
1s1, 10h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197214.0491617835
1s1, 10h1, 1.0H[5.0], 5.0, 197214.0491617835
1s1, 10i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197214.0491617835
1s1, 10i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197214.0491617835
1s1, 10i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197214.0491617835
1s1, 10i1, 1.0I[6.0], 6.0, 197214.0491617835
1s1, 10j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197214.0491617835
1s1, 10j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197214.0491617835
1s1, 10j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197214.0491617835
1s1, 10j1, 1.0J[7.0], 7.0, 197214.0491617835
1s1, 10k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197214.0491617835
1s1, 10k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197214.0491617835
1s1, 10k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197214.0491617835
1s1, 10k1, 1.0K[8.0], 8.0, 197214.0491617835
1s1, 10l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197214.0491617835
1s1, 10l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197214.0491617835
1s1, 10l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197214.0491617835
1s1, 10l1, 1.0L[9.0], 9.0, 197214.0491617835
1s1, 10m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197214.0491617835
1s1, 10m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197214.0491617835
1s1, 10m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197214.0491617835
1s1, 10m1, 1.0M[10.0], 10.0, 197214.0491617835
1s1, 10n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197214.0491617835
1s1, 10n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197214.0491617835
1s1, 10n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197214.0491617835
1s1, 10n1, 1.0N[11.0], 11.0, 197214.0491617835
1s1, 10o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197214.0491617835
1s1, 10o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197214.0491617835
1s1, 10o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197214.0491617835
1s1, 10o1, 1.0O[12.0], 12.0, 197214.0491617835
1s1, 10q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197214.0491617835
1s1, 10q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197214.0491617835
1s1, 10q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197214.0491617835
1s1, 10q1, 1.0Q[13.0], 13.0, 197214.0491617835
1s1, 10r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197214.0491617835
1s1, 10r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197214.0491617835
1s1, 10r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197214.0491617835
1s1, 10r1, 1.0R[14.0], 14.0, 197214.0491617835
1s1, 10t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197214.0491617835
1s1, 10t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197214.0491617835
1s1, 10t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197214.0491617835
1s1, 10t1, 1.0T[15.0], 15.0, 197214.0491617835
1s1, 10u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197214.0491617835
1s1, 10u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197214.0491617835
1s1, 10u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197214.0491617835
1s1, 10u1, 1.0U[16.0], 16.0, 197214.0491617835
