Core Config, Excited Config, Term, J, Energy
1s1, 15i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197823.3759185577
1s1, 15i1, 1.0I[6.0], 6.0, 197823.3759185577
1s1, 15j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197823.3759185577
1s1, 15j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197823.3759185577
1s1, 15j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197823.3759185577
1s1, 15j1, 1.0J[7.0], 7.0, 197823.3759185577
1s1, 15k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197823.3759185577
1s1, 15k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197823.3759185577
1s1, 15k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197823.3759185577
1s1, 15k1, 1.0K[8.0], 8.0, 197823.3759185577
1s1, 15l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197823.3759185577
1s1, 15l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197823.3759185577
1s1, 15l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197823.3759185577
1s1, 15l1, 1.0L[9.0], 9.0, 197823.3759185577
1s1, 15m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197823.3759185577
1s1, 15m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197823.3759185577
1s1, 15m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197823.3759185577
1s1, 15m1, 1.0M[10.0], 10.0, 197823.3759185577
1s1, 15n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197823.3759185577
1s1, 15n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197823.3759185577
1s1, 15n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197823.3759185577
1s1, 15n1, 1.0N[11.0], 11.0, 197823.3759185577
1s1, 15o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197823.3759185577
1s1, 15o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197823.3759185577
1s1, 15o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197823.3759185577
1s1, 15o1, 1.0O[12.0], 12.0, 197823.3759185577
1s1, 15q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197823.3759185577
1s1, 15q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197823.3759185577
1s1, 15q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197823.3759185577
1s1, 15q1, 1.0Q[13.0], 13.0, 197823.3759185577
1s1, 15r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197823.3759185577
1s1, 15r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197823.3759185577
1s1, 15r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197823.3759185577
1s1, 15r1, 1.0R[14.0], 14.0, 197823.3759185577
1s1, 15t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197823.3759185577
1s1, 15t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197823.3759185577
1s1, 15t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197823.3759185577
1s1, 15t1, 1.0T[15.0], 15.0, 197823.3759185577
1s1, 15u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197823.3759185577
1s1, 15u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197823.3759185577
1s1, 15u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197823.3759185577
1s1, 15u1, 1.0U[16.0], 16.0, 197823.3759185577
1s1, 15v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197823.3759185577
1s1, 15v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197823.3759185577
1s1, 15v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197823.3759185577
1s1, 15v1, 1.0V[17.0], 17.0, 197823.3759185577
1s1, 15w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197823.3759185577
1s1, 15w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197823.3759185577
1s1, 15w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197823.3759185577
1s1, 15w1, 1.0W[18.0], 18.0, 197823.3759185577
1s1, 15x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197823.3759185577
1s1, 15x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197823.3759185577
1s1, 15x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197823.3759185577
1s1, 15x1, 1.0X[19.0], 19.0, 197823.3759185577
1s1, 16s1, 3.0S[1.0], 1.0, 197882.40444812019
1s1, 16s1, 1.0S[0.0], 0.0, 197882.40444812019
1s1, 16p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197882.40444812019
1s1, 16p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197882.40444812019
1s1, 16p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197882.40444812019
1s1, 16p1, 1.0P[1.0], 1.0, 197882.40444812019
1s1, 16d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197882.40444812019
1s1, 16d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197882.40444812019
1s1, 16d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197882.40444812019
1s1, 16d1, 1.0D[2.0], 2.0, 197882.40444812019
1s1, 16f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197882.40444812019
1s1, 16f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197882.40444812019
1s1, 16f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197882.40444812019
1s1, 16f1, 1.0F[3.0], 3.0, 197882.40444812019
1s1, 16g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197882.40444812019
1s1, 16g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197882.40444812019
1s1, 16g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197882.40444812019
1s1, 16g1, 1.0G[4.0], 4.0, 197882.40444812019
1s1, 16h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197882.40444812019
1s1, 16h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197882.40444812019
1s1, 16h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197882.40444812019
1s1, 16h1, 1.0H[5.0], 5.0, 197882.40444812019
1s1, 16i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197882.40444812019
1s1, 16i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197882.40444812019
1s1, 16i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197882.40444812019
1s1, 16i1, 1.0I[6.0], 6.0, 197882.40444812019
1s1, 16j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197882.40444812019
1s1, 16j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197882.40444812019
1s1, 16j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197882.40444812019
1s1, 16j1, 1.0J[7.0], 7.0, 197882.40444812019
1s1, 16k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197882.40444812019
1s1, 16k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197882.40444812019
1s1, 16k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197882.40444812019
1s1, 16k1, 1.0K[8.0], 8.0, 197882.40444812019
1s1, 16l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197882.40444812019
1s1, 16l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197882.40444812019
1s1, 16l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197882.40444812019
1s1, 16l1, 1.0L[9.0], 9.0, 197882.40444812019
1s1, 16m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197882.40444812019
1s1, 16m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197882.40444812019
1s1, 16m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197882.40444812019
1s1, 16m1, 1.0M[10.0], 10.0, 197882.40444812019
1s1, 16n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197882.40444812019
1s1, 16n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197882.40444812019
1s1, 16n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197882.40444812019
1s1, 16n1, 1.0N[11.0], 11.0, 197882.40444812019
1s1, 16o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197882.40444812019
1s1, 16o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197882.40444812019
1s1, 16o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197882.40444812019
1s1, 16o1, 1.0O[12.0], 12.0, 197882.40444812019
1s1, 16q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197882.40444812019
1s1, 16q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197882.40444812019
1s1, 16q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197882.40444812019
1s1, 16q1, 1.0Q[13.0], 13.0, 197882.40444812019
1s1, 16r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197882.40444812019
1s1, 16r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197882.40444812019
1s1, 16r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197882.40444812019
1s1, 16r1, 1.0R[14.0], 14.0, 197882.40444812019
1s1, 16t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197882.40444812019
1s1, 16t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197882.40444812019
1s1, 16t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197882.40444812019
1s1, 16t1, 1.0T[15.0], 15.0, 197882.40444812019
1s1, 16u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197882.40444812019
1s1, 16u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197882.40444812019
1s1, 16u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197882.40444812019
1s1, 16u1, 1.0U[16.0], 16.0, 197882.40444812019
1s1, 16v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197882.40444812019
1s1, 16v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197882.40444812019
1s1, 16v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197882.40444812019
1s1, 16v1, 1.0V[17.0], 17.0, 197882.40444812019
1s1, 16w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197882.40444812019
1s1, 16w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197882.40444812019
1s1, 16w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197882.40444812019
1s1, 16w1, 1.0W[18.0], 18.0, 197882.40444812019
1s1, 16x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197882.40444812019
1s1, 16x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197882.40444812019
1s1, 16x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197882.40444812019
1s1, 16x1, 1.0X[19.0], 19.0, 197882.40444812019
1s1, 17s1, 3.0S[1.0], 1.0, 197931.32584916957
1s1, 17s1, 1.0S[0.0], 0.0, 197931.32584916957
1s1, 17p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197931.32584916957
1s1, 17p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197931.32584916957
1s1, 17p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197931.32584916957
1s1, 17p1, 1.0P[1.0], 1.0, 197931.32584916957
1s1, 17d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197931.32584916957
1s1, 17d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197931.32584916957
1s1, 17d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197931.32584916957
1s1, 17d1, 1.0D[2.0], 2.0, 197931.32584916957
1s1, 17f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197931.32584916957
1s1, 17f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197931.32584916957
1s1, 17f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197931.32584916957
1s1, 17f1, 1.0F[3.0], 3.0, 197931.32584916957
1s1, 17g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197931.32584916957
1s1, 17g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197931.32584916957
1s1, 17g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197931.32584916957
1s1, 17g1, 1.0G[4.0], 4.0, 197931.32584916957
1s1, 17h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197931.32584916957
1s1, 17h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197931.32584916957
1s1, 17h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197931.32584916957
1s1, 17h1, 1.0H[5.0], 5.0, 197931.32584916957
1s1, 17i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197931.32584916957
1s1, 17i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197931.32584916957
1s1, 17i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197931.32584916957
1s1, 17i1, 1.0I[6.0], 6.0, 197931.32584916957
1s1, 17j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197931.32584916957
1s1, 17j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197931.32584916957
1s1, 17j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197931.32584916957
1s1, 17j1, 1.0J[7.0], 7.0, 197931.32584916957
1s1, 17k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197931.32584916957
1s1, 17k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197931.32584916957
1s1, 17k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197931.32584916957
1s1, 17k1, 1.0K[8.0], 8.0, 197931.32584916957
1s1, 17l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197931.32584916957
1s1, 17l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197931.32584916957
1s1, 17l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197931.32584916957
1s1, 17l1, 1.0L[9.0], 9.0, 197931.32584916957
1s1, 17m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197931.32584916957
1s1, 17m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197931.32584916957
1s1, 17m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197931.32584916957
1s1, 17m1, 1.0M[10.0], 10.0, 197931.32584916957
1s1, 17n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197931.32584916957
1s1, 17n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197931.32584916957
1s1, 17n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197931.32584916957
1s1, 17n1, 1.0N[11.0], 11.0, 197931.32584916957
1s1, 17o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197931.32584916957
1s1, 17o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197931.32584916957
1s1, 17o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197931.32584916957
1s1, 17o1, 1.0O[12.0], 12.0, 197931.32584916957
1s1, 17q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197931.32584916957
1s1, 17q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197931.32584916957
1s1, 17q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197931.32584916957
1s1, 17q1, 1.0Q[13.0], 13.0, 197931.32584916957
1s1, 17r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197931.32584916957
1s1, 17r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197931.32584916957
1s1, 17r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197931.32584916957
1s1, 17r1, 1.0R[14.0], 14.0, 197931.32584916957
1s1, 17t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197931.32584916957
1s1, 17t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197931.32584916957
1s1, 17t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197931.32584916957
1s1, 17t1, 1.0T[15.0], 15.0, 197931.32584916957
1s1, 17u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197931.32584916957
1s1, 17u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197931.32584916957
1s1, 17u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197931.32584916957
1s1, 17u1, 1.0U[16.0], 16.0, 197931.32584916957
1s1, 17v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197931.32584916957
1s1, 17v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197931.32584916957
1s1, 17v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197931.32584916957
1s1, 17v1, 1.0V[17.0], 17.0, 197931.32584916957
1s1, 17w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197931.32584916957
1s1, 17w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197931.32584916957
1s1, 17w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197931.32584916957
1s1, 17w1, 1.0W[18.0], 18.0, 197931.32584916957
1s1, 17x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197931.32584916957
1s1, 17x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197931.32584916957
1s1, 17x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197931.32584916957
1s1, 17x1, 1.0X[19.0], 19.0, 197931.32584916957
1s1, 18s1, 3.0S[1.0], 1.0, 197972.3224591025
1s1, 18s1, 1.0S[0.0], 0.0, 197972.3224591025
1s1, 18p1, 3.0P[2.0, 1.0, 0.0], 2.0, 197972.3224591025
1s1, 18p1, 3.0P[2.0, 1.0, 0.0], 1.0, 197972.3224591025
1s1, 18p1, 3.0P[2.0, 1.0, 0.0], 0.0, 197972.3224591025
1s1, 18p1, 1.0P[1.0], 1.0, 197972.3224591025
1s1, 18d1, 3.0D[3.0, 2.0, 1.0], 3.0, 197972.3224591025
1s1, 18d1, 3.0D[3.0, 2.0, 1.0], 2.0, 197972.3224591025
1s1, 18d1, 3.0D[3.0, 2.0, 1.0], 1.0, 197972.3224591025
1s1, 18d1, 1.0D[2.0], 2.0, 197972.3224591025
1s1, 18f1, 3.0F[4.0, 3.0, 2.0], 4.0, 197972.3224591025
1s1, 18f1, 3.0F[4.0, 3.0, 2.0], 3.0, 197972.3224591025
1s1, 18f1, 3.0F[4.0, 3.0, 2.0], 2.0, 197972.3224591025
1s1, 18f1, 1.0F[3.0], 3.0, 197972.3224591025
1s1, 18g1, 3.0G[5.0, 4.0, 3.0], 5.0, 197972.3224591025
1s1, 18g1, 3.0G[5.0, 4.0, 3.0], 4.0, 197972.3224591025
1s1, 18g1, 3.0G[5.0, 4.0, 3.0], 3.0, 197972.3224591025
1s1, 18g1, 1.0G[4.0], 4.0, 197972.3224591025
1s1, 18h1, 3.0H[6.0, 5.0, 4.0], 6.0, 197972.3224591025
1s1, 18h1, 3.0H[6.0, 5.0, 4.0], 5.0, 197972.3224591025
1s1, 18h1, 3.0H[6.0, 5.0, 4.0], 4.0, 197972.3224591025
1s1, 18h1, 1.0H[5.0], 5.0, 197972.3224591025
1s1, 18i1, 3.0I[7.0, 6.0, 5.0], 7.0, 197972.3224591025
1s1, 18i1, 3.0I[7.0, 6.0, 5.0], 6.0, 197972.3224591025
1s1, 18i1, 3.0I[7.0, 6.0, 5.0], 5.0, 197972.3224591025
1s1, 18i1, 1.0I[6.0], 6.0, 197972.3224591025
1s1, 18j1, 3.0J[8.0, 7.0, 6.0], 8.0, 197972.3224591025
1s1, 18j1, 3.0J[8.0, 7.0, 6.0], 7.0, 197972.3224591025
1s1, 18j1, 3.0J[8.0, 7.0, 6.0], 6.0, 197972.3224591025
1s1, 18j1, 1.0J[7.0], 7.0, 197972.3224591025
1s1, 18k1, 3.0K[9.0, 8.0, 7.0], 9.0, 197972.3224591025
1s1, 18k1, 3.0K[9.0, 8.0, 7.0], 8.0, 197972.3224591025
1s1, 18k1, 3.0K[9.0, 8.0, 7.0], 7.0, 197972.3224591025
1s1, 18k1, 1.0K[8.0], 8.0, 197972.3224591025
1s1, 18l1, 3.0L[10.0, 9.0, 8.0], 10.0, 197972.3224591025
1s1, 18l1, 3.0L[10.0, 9.0, 8.0], 9.0, 197972.3224591025
1s1, 18l1, 3.0L[10.0, 9.0, 8.0], 8.0, 197972.3224591025
1s1, 18l1, 1.0L[9.0], 9.0, 197972.3224591025
1s1, 18m1, 3.0M[11.0, 10.0, 9.0], 11.0, 197972.3224591025
1s1, 18m1, 3.0M[11.0, 10.0, 9.0], 10.0, 197972.3224591025
1s1, 18m1, 3.0M[11.0, 10.0, 9.0], 9.0, 197972.3224591025
1s1, 18m1, 1.0M[10.0], 10.0, 197972.3224591025
1s1, 18n1, 3.0N[12.0, 11.0, 10.0], 12.0, 197972.3224591025
1s1, 18n1, 3.0N[12.0, 11.0, 10.0], 11.0, 197972.3224591025
1s1, 18n1, 3.0N[12.0, 11.0, 10.0], 10.0, 197972.3224591025
1s1, 18n1, 1.0N[11.0], 11.0, 197972.3224591025
1s1, 18o1, 3.0O[13.0, 12.0, 11.0], 13.0, 197972.3224591025
1s1, 18o1, 3.0O[13.0, 12.0, 11.0], 12.0, 197972.3224591025
1s1, 18o1, 3.0O[13.0, 12.0, 11.0], 11.0, 197972.3224591025
1s1, 18o1, 1.0O[12.0], 12.0, 197972.3224591025
1s1, 18q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 197972.3224591025
1s1, 18q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 197972.3224591025
1s1, 18q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 197972.3224591025
1s1, 18q1, 1.0Q[13.0], 13.0, 197972.3224591025
1s1, 18r1, 3.0R[15.0, 14.0, 13.0], 15.0, 197972.3224591025
1s1, 18r1, 3.0R[15.0, 14.0, 13.0], 14.0, 197972.3224591025
1s1, 18r1, 3.0R[15.0, 14.0, 13.0], 13.0, 197972.3224591025
1s1, 18r1, 1.0R[14.0], 14.0, 197972.3224591025
1s1, 18t1, 3.0T[16.0, 15.0, 14.0], 16.0, 197972.3224591025
1s1, 18t1, 3.0T[16.0, 15.0, 14.0], 15.0, 197972.3224591025
1s1, 18t1, 3.0T[16.0, 15.0, 14.0], 14.0, 197972.3224591025
1s1, 18t1, 1.0T[15.0], 15.0, 197972.3224591025
1s1, 18u1, 3.0U[17.0, 16.0, 15.0], 17.0, 197972.3224591025
1s1, 18u1, 3.0U[17.0, 16.0, 15.0], 16.0, 197972.3224591025
1s1, 18u1, 3.0U[17.0, 16.0, 15.0], 15.0, 197972.3224591025
1s1, 18u1, 1.0U[16.0], 16.0, 197972.3224591025
1s1, 18v1, 3.0V[18.0, 17.0, 16.0], 18.0, 197972.3224591025
1s1, 18v1, 3.0V[18.0, 17.0, 16.0], 17.0, 197972.3224591025
1s1, 18v1, 3.0V[18.0, 17.0, 16.0], 16.0, 197972.3224591025
1s1, 18v1, 1.0V[17.0], 17.0, 197972.3224591025
1s1, 18w1, 3.0W[19.0, 18.0, 17.0], 19.0, 197972.3224591025
1s1, 18w1, 3.0W[19.0, 18.0, 17.0], 18.0, 197972.3224591025
1s1, 18w1, 3.0W[19.0, 18.0, 17.0], 17.0, 197972.3224591025
1s1, 18w1, 1.0W[18.0], 18.0, 197972.3224591025
1s1, 18x1, 3.0X[20.0, 19.0, 18.0], 20.0, 197972.3224591025
1s1, 18x1, 3.0X[20.0, 19.0, 18.0], 19.0, 197972.3224591025
1s1, 18x1, 3.0X[20.0, 19.0, 18.0], 18.0, 197972.3224591025
1s1, 18x1, 1.0X[19.0], 19.0, 197972.3224591025
1s1, 19s1, 3.0S[1.0], 1.0, 198007.01788846636
1s1, 19s1, 1.0S[0.0], 0.0, 198007.01788846636
1s1, 19p1, 3.0P[2.0, 1.0, 0.0], 2.0, 198007.01788846636
1s1, 19p1, 3.0P[2.0, 1.0, 0.0], 1.0, 198007.01788846636
1s1, 19p1, 3.0P[2.0, 1.0, 0.0], 0.0, 198007.01788846636
1s1, 19p1, 1.0P[1.0], 1.0, 198007.01788846636
1s1, 19d1, 3.0D[3.0, 2.0, 1.0], 3.0, 198007.01788846636
1s1, 19d1, 3.0D[3.0, 2.0, 1.0], 2.0, 198007.01788846636
1s1, 19d1, 3.0D[3.0, 2.0, 1.0], 1.0, 198007.01788846636
1s1, 19d1, 1.0D[2.0], 2.0, 198007.01788846636
1s1, 19f1, 3.0F[4.0, 3.0, 2.0], 4.0, 198007.01788846636
1s1, 19f1, 3.0F[4.0, 3.0, 2.0], 3.0, 198007.01788846636
1s1, 19f1, 3.0F[4.0, 3.0, 2.0], 2.0, 198007.01788846636
1s1, 19f1, 1.0F[3.0], 3.0, 198007.01788846636
1s1, 19g1, 3.0G[5.0, 4.0, 3.0], 5.0, 198007.01788846636
1s1, 19g1, 3.0G[5.0, 4.0, 3.0], 4.0, 198007.01788846636
1s1, 19g1, 3.0G[5.0, 4.0, 3.0], 3.0, 198007.01788846636
1s1, 19g1, 1.0G[4.0], 4.0, 198007.01788846636
1s1, 19h1, 3.0H[6.0, 5.0, 4.0], 6.0, 198007.01788846636
1s1, 19h1, 3.0H[6.0, 5.0, 4.0], 5.0, 198007.01788846636
1s1, 19h1, 3.0H[6.0, 5.0, 4.0], 4.0, 198007.01788846636
1s1, 19h1, 1.0H[5.0], 5.0, 198007.01788846636
1s1, 19i1, 3.0I[7.0, 6.0, 5.0], 7.0, 198007.01788846636
1s1, 19i1, 3.0I[7.0, 6.0, 5.0], 6.0, 198007.01788846636
1s1, 19i1, 3.0I[7.0, 6.0, 5.0], 5.0, 198007.01788846636
1s1, 19i1, 1.0I[6.0], 6.0, 198007.01788846636
1s1, 19j1, 3.0J[8.0, 7.0, 6.0], 8.0, 198007.01788846636
1s1, 19j1, 3.0J[8.0, 7.0, 6.0], 7.0, 198007.01788846636
1s1, 19j1, 3.0J[8.0, 7.0, 6.0], 6.0, 198007.01788846636
1s1, 19j1, 1.0J[7.0], 7.0, 198007.01788846636
1s1, 19k1, 3.0K[9.0, 8.0, 7.0], 9.0, 198007.01788846636
1s1, 19k1, 3.0K[9.0, 8.0, 7.0], 8.0, 198007.01788846636
1s1, 19k1, 3.0K[9.0, 8.0, 7.0], 7.0, 198007.01788846636
1s1, 19k1, 1.0K[8.0], 8.0, 198007.01788846636
1s1, 19l1, 3.0L[10.0, 9.0, 8.0], 10.0, 198007.01788846636
1s1, 19l1, 3.0L[10.0, 9.0, 8.0], 9.0, 198007.01788846636
1s1, 19l1, 3.0L[10.0, 9.0, 8.0], 8.0, 198007.01788846636
1s1, 19l1, 1.0L[9.0], 9.0, 198007.01788846636
1s1, 19m1, 3.0M[11.0, 10.0, 9.0], 11.0, 198007.01788846636
1s1, 19m1, 3.0M[11.0, 10.0, 9.0], 10.0, 198007.01788846636
1s1, 19m1, 3.0M[11.0, 10.0, 9.0], 9.0, 198007.01788846636
1s1, 19m1, 1.0M[10.0], 10.0, 198007.01788846636
1s1, 19n1, 3.0N[12.0, 11.0, 10.0], 12.0, 198007.01788846636
1s1, 19n1, 3.0N[12.0, 11.0, 10.0], 11.0, 198007.01788846636
1s1, 19n1, 3.0N[12.0, 11.0, 10.0], 10.0, 198007.01788846636
1s1, 19n1, 1.0N[11.0], 11.0, 198007.01788846636
1s1, 19o1, 3.0O[13.0, 12.0, 11.0], 13.0, 198007.01788846636
1s1, 19o1, 3.0O[13.0, 12.0, 11.0], 12.0, 198007.01788846636
1s1, 19o1, 3.0O[13.0, 12.0, 11.0], 11.0, 198007.01788846636
1s1, 19o1, 1.0O[12.0], 12.0, 198007.01788846636
1s1, 19q1, 3.0Q[14.0, 13.0, 12.0], 14.0, 198007.01788846636
1s1, 19q1, 3.0Q[14.0, 13.0, 12.0], 13.0, 198007.01788846636
1s1, 19q1, 3.0Q[14.0, 13.0, 12.0], 12.0, 198007.01788846636
1s1, 19q1, 1.0Q[13.0], 13.0, 198007.01788846636
1s1, 19r1, 3.0R[15.0, 14.0, 13.0], 15.0, 198007.01788846636
1s1, 19r1, 3.0R[15.0, 14.0, 13.0], 14.0, 198007.01788846636
1s1, 19r1, 3.0R[15.0, 14.0, 13.0], 13.0, 198007.01788846636
1s1, 19r1, 1.0R[14.0], 14.0, 198007.01788846636
