

~~~~~~~O~~~~~~~
10000.0-20000.0 | 1.0, 279952.09461, 372.694723675, -0.117468314225, 1.32501356489e-05, -6.0212377167e-10, 9.63024171446e-15, 
20000.0-50000.0 | 1.0, -4986436.79165, 1014.85793064, -0.062653129799, 1.82901867956e-06, -2.5654696994e-11, 1.40200959114e-16, 


~~~~~~~N2+~~~~~~~
100.0-600.0     | -20850.3255259, 617.538797224, 21.9183468868, 0.042166613893, -0.000131855755992, 2.04371405823e-07, -1.11773002395e-10, 
600.0-5000.0    | 6937309.06816, -33148.6780435, 84.2870150142, -0.0388561269519, 1.67096885449e-05, -3.02658978294e-09, 1.97531708969e-13, 
5000.0-12000.0  | -4.52007167343, -222829.556316, 182.658608712, -0.0327768544073, 3.87675443746e-06, -2.20214002163e-10, 4.68700517955e-15, 
12000.0-50000.0 | 1.0, -651067.10935, 204.688247001, -0.0127143460483, 3.99370321525e-07, -6.00590469428e-12, 3.50893296006e-17, 


~~~~~~~NO~~~~~~~
100.0-4000.0    | -94396.8532655, 1825.35854958, 18.0374696771, 0.0233026826753, -1.1739183022e-05, 2.73033735612e-09, -2.37229013883e-13, 
4000.0-15000.0  | 1.0, -136280.955899, 139.264110601, -0.0286838907861, 3.74105272549e-06, -2.11409548254e-10, 4.26590128601e-15, 
15000.0-50000.0 | 1.0, -1041424.10759, 266.225826334, -0.0158881302183, 4.74780100545e-07, -6.84319213562e-12, 3.85270577753e-17, 


~~~~~~~NO+~~~~~~~
100.0-6000.0    | -105188.490005, 1853.27807924, 19.386272341, 0.0166364110335, -5.90875723531e-06, 9.23755569462e-10, -5.24165858843e-14, 
6000.0-12000.0  | 2.00068938026, 272409.033597, -176.571824112, 0.0652173999433, -9.57679507475e-06, 6.73394762742e-10, -1.73247102589e-14, 
12000.0-20000.0 | 1.0, 11105997.0677, -3328.20062673, 0.383108049485, -2.01235424237e-05, 4.92317632291e-10, -4.50757928746e-15, 
20000.0-50000.0 | 1.0, -5413676.77195, 1114.00980566, -0.0717738146845, 2.19736682977e-06, -3.24392611078e-11, 1.87031312098e-16, 


~~~~~~~e~~~~~~~
100.0-50000.0   | -0.00596049325316, 6.75836276601e-05, 20.7899998517, 4.20261612752e-11, -3.21136934104e-15, 9.02672320912e-20, -8.39997933297e-25, 
