T, Cp, H, S
18550, 20.7861835137, 399442.041931, asdf748.966172843
18600, 20.7861833267, 400481.351102, asdf748.999744125
18650, 20.7861831412, 401520.660264, asdf749.033225282
18700, 20.7861829573, 402559.969417, asdf749.066616796
18750, 20.7861827748, 403599.27856, asdf749.099919147
18800, 20.7861825938, 404638.587694, asdf749.13313281
18850, 20.7861824143, 405677.896819, asdf749.166258255
18900, 20.7861822363, 406717.205936, asdf749.199295949
18950, 20.7861820597, 407756.515043, asdf749.232246358
19000, 20.7861818845, 408795.824142, asdf749.26510994
19050, 20.7861817107, 409835.133231, asdf749.297887152
19100, 20.7861815384, 410874.442313, asdf749.330578447
19150, 20.7861813674, 411913.751385, asdf749.363184274
19200, 20.7861811978, 412953.060449, asdf749.395705078
19250, 20.7861810295, 413992.369505, asdf749.428141303
19300, 20.7861808625, 415031.678552, asdf749.460493386
19350, 20.7861806969, 416070.987591, asdf749.492761764
19400, 20.7861805326, 417110.296622, asdf749.524946868
19450, 20.7861803696, 418149.605645, asdf749.557049126
19500, 20.7861802079, 419188.914659, asdf749.589068965
19550, 20.7861800474, 420228.223665, asdf749.621006807
19600, 20.7861798882, 421267.532664, asdf749.65286307
19650, 20.7861797302, 422306.841654, asdf749.68463817
19700, 20.7861795735, 423346.150637, asdf749.71633252
19750, 20.786179418, 424385.459612, asdf749.747946528
19800, 20.7861792636, 425424.768579, asdf749.779480602
19850, 20.7861791105, 426464.077538, asdf749.810935144
19900, 20.7861789586, 427503.38649, asdf749.842310555
19950, 20.7861788078, 428542.695434, asdf749.873607232
20000, 20.7861786581, 429582.004371, asdf749.904825568
20050, 20.7861785097, 430621.3133, asdf749.935965956
20100, 20.7861783623, 431660.622221, asdf749.967028783
20150, 20.7861782161, 432699.931136, asdf749.998014435
20200, 20.7861780709, 433739.240043, asdf750.028923294
20250, 20.7861779269, 434778.548943, asdf750.059755741
20300, 20.786177784, 435817.857836, asdf750.090512151
20350, 20.7861776421, 436857.166721, asdf750.121192899
20400, 20.7861775013, 437896.4756, asdf750.151798357
20450, 20.7861773615, 438935.784472, asdf750.182328893
