T, Cp, H, S
7200, 20.7947695252, 161775.882881, 350.2075801485205
7250, 20.7946411614, 162815.618136, 350.42057444388956
7300, 20.7945156384, 163855.347045, 350.6320260366815
7350, 20.7943928732, 164895.069746, 350.84195705069783
7400, 20.7942727858, 165934.786377, 351.05038913841463
7450, 20.7941552988, 166974.497068, 351.25734349424613
7500, 20.794040338, 168014.201949, 351.4628408673451
7550, 20.7939278314, 169053.901143, 351.66690157396107
7600, 20.79381771, 170093.594771, 351.8695455093734
7650, 20.7937099067, 171133.282952, 352.0707921594157
7700, 20.7936043572, 172172.9658, 352.2706606116119
7750, 20.793500999, 173212.643425, 352.4691695659337
7800, 20.7933997722, 174252.315935, 352.6663373452008
7850, 20.7933006185, 175291.983436, 352.862181905134
7900, 20.7932034818, 176331.646031, 353.0567208440758
7950, 20.7931083078, 177371.303817, 353.2499714123933
8000, 20.7930150442, 178410.956893, 353.441950521573
8050, 20.7929236401, 179450.605353, 353.63267475302234
8100, 20.7928340466, 180490.249287, 353.82216036658633
8150, 20.7927462162, 181529.888787, 354.0104233087931
8200, 20.792660103, 182569.523938, 354.19747922083695
8250, 20.7925756627, 183609.154825, 354.3833434463083
8300, 20.7924928521, 184648.781531, 354.5680310386824
8350, 20.7924116297, 185688.404137, 354.7515567685736
8400, 20.7923319553, 186728.02272, 354.9339351307646
8450, 20.7922537897, 187767.637357, 355.1151803510194
8500, 20.7921770951, 188807.248123, 355.29530639268705
8550, 20.792101835, 189846.855091, 355.4743269631055
8600, 20.7920279737, 190886.45833, 355.6522555198099
8650, 20.791955477, 191926.057911, 355.82910527655577
8700, 20.7918843114, 192965.6539, 356.00488920916064
8750, 20.7918144446, 194005.246364, 356.17962006117347
8800, 20.7917458452, 195044.835366, 356.35331034937514
8850, 20.7916784827, 196084.420969, 356.52597236911794
8900, 20.7916123277, 197124.003234, 356.69761819950963
8950, 20.7915473516, 198163.582221, 356.8682597084455
9000, 20.7914835264, 199203.157988, 357.03790855749656
9050, 20.7914208252, 200242.730592, 357.2065762066564
9100, 20.7913592218, 201282.300089, 357.37427391895295
9150, 20.7912986907, 202321.866533, 357.54101276492946
9200, 20.7912392072, 203361.429976, 357.7068036269982
9250, 20.7911807474, 204400.99047, 357.8716572036729
9300, 20.7911232878, 205440.548067, 358.03558401368247
9350, 20.7910668059, 206480.102815, 358.19859439997043
9400, 20.7910112796, 207519.654764, 358.36069853358424
9450, 20.7909566874, 208559.203959, 358.5219064174574
9500, 20.7909030086, 209598.750448, 358.6822278900888
9550, 20.7908502229, 210638.294275, 358.84167262912166
9600, 20.7907983106, 211677.835484, 359.00025015482555
9650, 20.7907472527, 212717.37412, 359.1579698334856
9700, 20.7906970304, 213756.910224, 359.3148408807006
9750, 20.7906476257, 214796.443837, 359.4708723645932
9800, 20.7905990208, 215835.974999, 359.62607320893545
9850, 20.7905511988, 216875.503752, 359.78045219619224
9900, 20.7905041428, 217915.030132, 359.9340179704849
9950, 20.7904578365, 218954.554179, 360.0867790404772
10000, 20.7904122643, 219994.075928, 360.2387437821874
10050, 20.7903674106, 221033.595417, 360.38992044172727
10100, 20.7903232605, 222073.112681, 360.5403171379706
10150, 20.7902797992, 223112.627754, 360.68994186515465
10200, 20.7902370127, 224152.140672, 360.83880249541426
10250, 20.7901948869, 225191.651467, 360.986906781253
10300, 20.7901534084, 226231.160171, 361.1342623579516
10350, 20.7901125639, 227270.666818, 361.2808767459161
10400, 20.7900723408, 228310.171438, 361.42675735296825
10450, 20.7900327263, 229349.674062, 361.5719114765784
10500, 20.7899937083, 230389.174721, 361.7163463060439
10550, 20.7899552749, 231428.673443, 361.8600689246136
10600, 20.7899174145, 232468.170258, 362.00308631156105
